database;class;sequence id;length (aa);HCA score;% strong hydrophobic;sequence coverage by foldable segment;number of removed aa
SCOPe;a;d1q1va1;67;1.82;0.33;0.94;0
SCOPe;a;d1miua2;136;-0.22;0.26;0.99;0
SCOPe;a;d5ganf2;304;1.62;0.38;0.97;0
SCOPe;a;d1y76a1;62;1.85;0.31;0.89;0
SCOPe;a;d1ojha_;52;4.17;0.38;1.00;0
SCOPe;a;d1x9na1;272;-0.32;0.32;0.82;0
SCOPe;a;d2au5a1;132;2.23;0.41;0.98;0
SCOPe;a;d2dwka_;169;2.38;0.40;0.97;0
SCOPe;a;d2db7a1;55;2.75;0.38;0.80;0
SCOPe;a;d4j4wa_;243;0.26;0.34;1.00;0
SCOPe;b;d1ccza1;93;3.02;0.40;1.00;0
SCOPe;b;d1neua_;119;1.42;0.38;0.99;0
SCOPe;b;d3k1kc1;113;-0.67;0.33;0.99;0
SCOPe;b;d1x44a1;90;-1.68;0.31;0.99;0
SCOPe;b;d4ye4l1;113;-2.35;0.32;0.99;0
SCOPe;b;d1wj3a1;104;-2.25;0.29;0.94;0
SCOPe;b;d1ujta1;107;0.49;0.34;0.87;0
SCOPe;b;d3d85d3;94;-2.64;0.30;0.69;0
SCOPe;b;d3wiha_;96;-1.58;0.32;0.94;0
SCOPe;c;d2v6ia1;134;-0.24;0.36;0.95;0
SCOPe;c;d3p3va_;162;0.80;0.38;0.97;0
SCOPe;c;d1scza_;233;2.09;0.37;0.97;0
SCOPe;c;d2bgga2;160;3.09;0.41;0.96;0
SCOPe;c;d1iloa_;77;4.42;0.36;0.99;0
SCOPe;c;d2m80a_;109;1.77;0.38;0.99;0
SCOPe;c;d2m72a1;145;-0.47;0.34;0.86;0
SCOPe;c;d5um7a_;140;-1.02;0.35;0.79;0
SCOPe;c;d4d86a2;177;1.95;0.37;0.97;0
SCOPe;c;d1ddza2;239;1.41;0.35;0.95;0
SCOPe;c;d4a2ba1;193;2.52;0.37;0.96;0
SCOPe;c;d1s5ja1;410;2.62;0.40;0.97;0
SCOPe;c;d3bzca5;149;-1.16;0.31;0.67;0
SCOPe;c;d3p1ga_;157;-4.30;0.25;0.45;0
SCOPe;c;d1ybfa_;246;0.18;0.37;0.82;0
SCOPe;c;d4mcha1;242;1.17;0.38;0.97;0
SCOPe;c;d1yw6a1;322;0.68;0.36;1.00;0
SCOPe;c;d1e8ca2;157;-0.04;0.34;0.99;0
SCOPe;c;d1q0pa_;209;0.19;0.36;0.88;0
SCOPe;c;d1vlma1;207;0.85;0.39;0.98;0
SCOPe;c;d2oyra1;250;-1.00;0.34;0.90;0
SCOPe;c;d5heka_;232;0.36;0.39;1.00;0
SCOPe;c;d2f8ja2;334;1.11;0.39;0.99;0
SCOPe;c;d5xmva_;442;1.52;0.34;0.98;0
SCOPe;c;d1yp2a2;307;0.14;0.35;0.80;0
SCOPe;c;d2xlba_;317;2.02;0.36;0.95;0
SCOPe;c;d2cb9a_;219;0.28;0.34;0.87;0
SCOPe;c;d5gmsa_;297;-0.63;0.34;0.91;0
SCOPe;c;d2hxva1;198;2.16;0.39;0.98;0
SCOPe;c;d2c4ea_;299;0.08;0.35;0.92;0
SCOPe;c;d5inta1;215;-0.55;0.34;0.88;0
SCOPe;c;d1tdja1;331;0.54;0.34;0.90;0
SCOPe;c;d1p5dx1;146;0.77;0.35;0.97;0
SCOPe;b;d1kzqa2;124;-3.38;0.27;0.81;0
SCOPe;b;d1hdfa_;100;2.09;0.35;0.98;0
SCOPe;b;d3aabb_;106;0.64;0.37;0.92;0
SCOPe;b;d3hnbm_;156;-0.21;0.35;0.98;0
SCOPe;b;d2vnga1;171;-0.50;0.30;0.75;0
SCOPe;b;d1aola_;228;-1.37;0.33;0.80;0
SCOPe;b;d1kxga_;144;1.12;0.39;1.00;0
SCOPe;b;d2ahna_;222;-2.43;0.31;0.91;0
SCOPe;a;d2assb1;39;4.54;0.51;0.92;0
SCOPe;a;d1j0ta_;78;3.51;0.44;0.92;0
SCOPe;a;d1siga_;334;1.19;0.31;0.83;0
SCOPe;a;d1qzea3;52;-0.88;0.35;1.00;0
SCOPe;a;d2hona_;454;2.10;0.38;0.96;0
SCOPe;a;d3hr1a_;305;2.46;0.40;0.92;0
SCOPe;a;d1m5ya1;173;3.14;0.35;0.99;0
SCOPe;a;d2fi0a1;79;1.95;0.41;0.99;0
SCOPe;a;d2nwba1;388;0.60;0.35;0.88;0
SCOPe;a;d2o35b_;96;-1.91;0.28;0.51;0
SCOPe;c;d4y0ha_;461;-0.12;0.35;1.00;0
SCOPe;c;d3f0ha1;356;0.42;0.37;0.98;0
SCOPe;c;d1fo8a_;343;1.17;0.36;0.99;0
SCOPe;c;d1ukca_;517;-1.49;0.32;0.79;0
SCOPe;c;d2d81a1;318;0.26;0.34;0.98;0
SCOPe;c;d4zv9a1;235;0.15;0.32;1.00;0
SCOPe;c;d4ffva2;256;0.50;0.37;0.98;0
SCOPe;c;d1vdra_;157;-2.25;0.31;0.73;0
SCOPe;c;d1ei6a_;406;0.24;0.35;0.90;0
SCOPe;c;d4zdaa_;735;-0.45;0.32;0.91;0
SCOPe;c;d2zska2;112;2.02;0.39;0.97;0
SCOPe;c;d2zsja_;350;0.45;0.34;0.95;0
SCOPe;c;d3v9ha_;541;-0.29;0.33;0.89;0
SCOPe;c;d2bisa1;437;2.72;0.39;1.00;0
SCOPe;c;d4hwga1;376;0.94;0.38;0.94;0
SCOPe;c;d1toaa_;277;1.57;0.35;0.98;0
SCOPe;c;d3tb6a_;283;-0.11;0.35;0.96;0
SCOPe;c;d3huua_;277;2.28;0.39;0.97;0
SCOPe;c;d2esna2;212;-1.31;0.34;0.95;0
SCOPe;c;d4euoa_;313;-0.09;0.32;0.93;0
SCOPe;c;d1u0ma1;200;-0.57;0.35;0.83;0
SCOPe;c;d4efia1;184;-0.60;0.34;0.77;0
SCOPe;c;d2pw9a1;251;0.90;0.36;0.97;0
SCOPe;c;d2p8ra_;246;-1.03;0.35;0.83;0
SCOPe;c;d1qyia1;378;2.75;0.39;0.93;0
SCOPe;c;d2g7za1;279;1.02;0.35;1.00;0
SCOPe;d;d4bpvk_;92;1.41;0.35;0.96;0
SCOPe;d;d2ayna1;383;0.31;0.34;0.83;0
SCOPe;d;d5l8ha_;336;0.99;0.37;0.90;0
SCOPe;d;d4ogca2;161;-0.75;0.27;0.79;0
SCOPe;d;d5ur7a_;66;2.98;0.44;0.98;0
SCOPe;d;d3vxva_;65;-1.02;0.35;0.91;0
SCOPe;d;d2q4ha2;156;1.17;0.38;0.97;0
SCOPe;d;d1q1da2;165;2.31;0.35;0.83;0
SCOPe;d;d4u3da2;141;0.66;0.35;0.95;0
SCOPe;d;d1wjna1;84;2.32;0.40;0.99;0
SCOPe;d;d1v2ya1;92;1.62;0.37;0.97;0
SCOPe;d;d3qx1a1;80;0.26;0.36;0.93;0
SCOPe;d;d1wfya1;91;-1.04;0.31;0.82;0
SCOPe;d;d4e71a_;103;1.63;0.38;0.96;0
SCOPe;d;d1ibxa1;80;-0.24;0.35;0.89;0
SCOPe;d;d2hj1a1;77;1.77;0.39;0.92;0
SCOPe;c;d3dz1a1;299;-0.27;0.35;0.89;0
SCOPe;c;d2p10a1;197;-0.49;0.34;0.78;0
SCOPe;c;d1luca_;355;-0.32;0.35;0.98;0
SCOPe;c;d1fjha_;257;-1.18;0.32;0.90;0
SCOPe;c;d1l7da1;183;0.54;0.33;0.95;0
SCOPe;c;d2ahra2;152;2.80;0.38;0.99;0
SCOPe;c;d1y81a1;116;2.35;0.40;0.98;0
SCOPe;c;d2gqwa1;182;-1.05;0.31;0.86;0
SCOPe;c;d2x5oa1;93;0.15;0.35;0.91;0
SCOPe;c;d2gp4a1;190;-0.47;0.32;0.99;0
SCOPe;c;d3krva_;204;-0.19;0.35;0.99;0
SCOPe;c;d5gmkb_;162;2.06;0.38;0.98;0
SCOPe;c;d2jfda3;252;2.48;0.39;0.99;0
SCOPe;c;d1s8na_;190;-1.31;0.34;0.74;0
SCOPe;c;d3cz5a_;141;-2.23;0.30;0.92;0
SCOPe;c;d1bvyf_;152;-0.16;0.29;0.86;0
SCOPe;c;d1x38a2;214;-0.67;0.34;0.88;0
SCOPe;c;d2fexa1;188;-2.01;0.30;0.75;0
SCOPe;c;d1irxa2;317;1.41;0.37;0.94;0
SCOPe;c;d1kqna_;270;-0.87;0.33;0.77;0
SCOPe;c;d3inna1;282;0.19;0.36;0.99;0
SCOPe;c;d3op1a1;185;-0.76;0.36;0.95;0
SCOPe;c;d4q16a_;274;-1.46;0.30;0.98;0
SCOPe;c;d1iqra2;170;-2.58;0.31;0.82;0
SCOPe;c;d2ji7a1;175;-1.06;0.30;0.86;0
SCOPe;c;d1ybha3;208;-0.66;0.36;0.84;0
SCOPe;c;d2cxxa1;184;2.20;0.39;0.97;0
SCOPe;c;d1zunb3;222;0.59;0.34;0.87;0
SCOPe;c;d3d31a2;229;0.78;0.36;1.00;0
SCOPe;c;d1w36d1;359;0.26;0.32;0.99;0
SCOPe;c;d1g8pa_;333;-0.48;0.33;0.93;0
SCOPe;c;d3neya1;177;-0.21;0.31;0.86;0
SCOPe;a;d1ivsa2;218;-0.06;0.33;0.96;0
SCOPe;a;d4ph0a2;75;0.56;0.33;0.97;0
SCOPe;a;d4jaua1;83;4.45;0.37;0.90;0
SCOPe;a;d1r69a_;63;-0.86;0.29;0.94;0
SCOPe;a;d2ox6a1;162;0.30;0.35;0.87;0
SCOPe;a;d3nxaa_;100;1.92;0.35;0.91;0
SCOPe;a;d2ehba_;182;2.63;0.40;0.97;0
SCOPe;a;d2qjza_;121;3.65;0.39;0.83;0
SCOPe;a;d1bf5a1;181;1.71;0.34;0.85;0
SCOPe;a;d1f6va1;90;0.54;0.29;0.80;0
SCOPe;a;d2ndpa_;99;1.10;0.32;0.96;0
SCOPe;a;d3bzca2;73;-3.53;0.26;0.66;0
SCOPe;a;d3cw2c2;91;0.26;0.31;0.74;0
SCOPe;a;d1pd0a1;107;3.30;0.37;0.98;0
SCOPe;a;d1sxjc1;95;1.57;0.34;0.93;0
SCOPe;a;d1js8a1;289;0.73;0.33;0.85;0
SCOPe;d;d3dmca1;133;2.10;0.36;0.95;0
SCOPe;d;d2k54a1;123;1.59;0.37;0.92;0
SCOPe;d;d1nnva_;107;0.92;0.38;0.98;0
SCOPe;d;d4iiqc2;177;2.85;0.38;0.94;0
SCOPe;d;d2daya1;115;-0.60;0.38;0.91;0
SCOPe;d;d4k8la1;332;-0.73;0.33;0.83;0
SCOPe;d;d3jv1a_;182;-0.82;0.32;0.84;0
SCOPe;d;d1ll7a2;62;2.13;0.31;1.00;0
SCOPe;d;d1ecsa_;120;0.28;0.37;0.85;0
SCOPe;d;d1mpya1;145;2.06;0.36;0.92;0
SCOPe;d;d2ehza2;165;0.75;0.35;0.99;0
SCOPe;d;d1lo7a_;140;1.40;0.38;0.84;0
SCOPe;d;d2c2ia1;149;1.00;0.32;0.99;0
SCOPe;d;d2egih_;109;2.00;0.43;0.99;0
SCOPe;d;d5eo4a_;155;1.23;0.37;0.99;0
SCOPe;d;d1hlra7;117;-0.10;0.32;0.97;0
SCOPe;d;d1fm0e_;149;-2.46;0.30;0.76;0
SCOPe;d;d1j26a1;99;-1.79;0.29;0.86;0
SCOPe;d;d1viga_;71;0.65;0.31;0.97;0
SCOPe;d;d1ib8a2;90;0.91;0.40;0.90;0
SCOPe;d;d1xera_;103;-1.83;0.37;0.50;0
SCOPe;d;d1t0tv_;243;1.84;0.38;0.99;0
SCOPe;d;d2disa1;96;0.36;0.36;0.81;0
SCOPe;d;d3u1la2;97;-1.21;0.32;0.92;0
SCOPe;d;d2b0ga1;83;-0.13;0.33;0.86;0
SCOPe;d;d2dnpa1;77;-0.35;0.31;0.88;0
SCOPe;d;d1y9oa1;101;5.06;0.38;1.00;0
SCOPe;d;d1r89a3;180;-0.04;0.36;0.98;0
SCOPe;d;d1y7pa2;77;1.79;0.38;0.95;0
SCOPe;d;d1u0sa_;86;4.08;0.43;0.99;0
SCOPe;d;d1pcfa1;65;3.52;0.37;1.00;0
SCOPe;d;d1ukxa1;123;-0.74;0.33;0.88;0
SCOPe;d;d4he4a1;233;0.15;0.33;0.98;0
SCOPe;d;d2f23a2;79;-0.59;0.33;0.92;0
SCOPe;d;d1xrka_;120;3.02;0.37;0.97;0
SCOPe;d;d1mpya2;162;1.41;0.36;0.99;0
SCOPe;d;d1b3ob4;120;-3.39;0.33;0.68;0
SCOPe;d;d2bi0a1;178;-0.24;0.32;0.94;0
SCOPe;d;d3hm0a_;126;1.49;0.37;0.90;0
SCOPe;d;d5egla_;164;-2.02;0.33;0.63;0
SCOPe;d;d1qu6a2;89;-0.67;0.30;0.80;0
SCOPe;d;d2fgga1;84;0.04;0.27;0.82;0
SCOPe;d;d1mkya3;81;1.91;0.42;0.88;0
SCOPe;d;d3jb9y2;118;-2.00;0.29;0.54;0
SCOPe;d;d1urna_;96;1.27;0.35;0.90;0
SCOPe;d;d2lxia_;91;-1.42;0.31;0.98;0
SCOPe;d;d2xsfa_;81;2.44;0.38;0.85;0
SCOPe;d;d2oema1;119;1.94;0.35;0.98;0
SCOPe;d;d1kp6a_;79;2.49;0.33;0.94;0
SCOPe;d;d3et6a1;186;1.12;0.37;0.93;0
SCOPe;d;d2bvfa2;252;2.37;0.32;0.98;0
SCOPe;d;d1m0sa2;72;1.74;0.36;0.90;0
SCOPe;d;d2y8ya1;87;-0.22;0.33;0.92;0
SCOPe;d;d2vjva1;125;3.02;0.41;0.93;0
SCOPe;d;d1s12a_;94;2.64;0.36;0.96;0
SCOPe;d;d1wqga_;184;-1.84;0.28;0.74;0
SCOPe;d;d1jdqa1;79;1.42;0.38;0.99;0
SCOPe;d;d1uzhc1;122;1.22;0.41;0.86;0
SCOPe;d;d5tmcb1;115;0.83;0.34;0.89;0
SCOPe;d;d2nrqa1;141;1.84;0.40;0.86;0
SCOPe;d;d2czwa1;118;-2.42;0.32;0.79;0
SCOPe;d;d3byqa1;191;0.60;0.35;0.97;0
SCOPe;d;d3b64a_;112;1.49;0.38;0.95;0
SCOPe;d;d2gvia1;168;0.03;0.35;0.86;0
SCOPe;d;d4qmea2;250;1.48;0.34;0.91;0
SCOPe;d;d2aoab_;82;-1.10;0.34;0.80;0
SCOPe;d;d2dx0b_;97;1.18;0.35;0.89;0
SCOPe;d;d2obaa1;117;1.06;0.34;0.97;0
SCOPe;d;d1nj1a3;265;1.49;0.37;0.98;0
SCOPe;d;d2atra1;137;3.99;0.42;0.98;0
SCOPe;d;d2hqya2;134;2.46;0.42;0.97;0
SCOPe;d;d1d0na6;127;-0.45;0.33;0.63;0
SCOPe;d;d4bex1_;166;0.69;0.34;0.97;0
SCOPe;d;d3lida2;105;-1.30;0.36;0.94;0
SCOPe;d;d1a6ja_;150;0.17;0.34;0.97;0
SCOPe;c;d4n4ua1;303;-0.21;0.32;0.93;0
SCOPe;c;d4pfia_;305;-0.35;0.31;0.90;0
SCOPe;c;d4b0na2;149;-0.83;0.36;0.95;0
SCOPe;c;d4eg2a1;150;3.40;0.36;0.99;0
SCOPe;c;d2fi9a1;118;0.20;0.37;0.93;0
SCOPe;c;d1swva_;257;2.17;0.37;0.99;0
SCOPe;c;d1s2oa1;244;0.17;0.33;1.00;0
SCOPe;c;d4ohfa1;455;3.11;0.39;1.00;0
SCOPe;c;d3k1za1;240;1.27;0.35;0.98;0
SCOPe;c;d4uava_;246;-0.08;0.35;0.98;0
SCOPe;c;d1iuqa1;365;-0.98;0.34;0.91;0
SCOPe;c;d3fysa1;281;1.37;0.36;1.00;0
SCOPe;c;d1xr4a2;269;-0.75;0.32;0.84;0
SCOPe;c;d3hn6a1;268;1.32;0.34;1.00;0
SCOPe;c;d3iam11;248;-1.17;0.32;0.79;0
SCOPe;d;d2rbia_;108;-0.61;0.32;0.81;0
SCOPe;d;d1cmxa_;229;-0.25;0.34;0.94;0
SCOPe;d;d1zm8a_;239;-1.13;0.31;0.79;0
SCOPe;d;d1bb8a_;71;-1.83;0.30;0.66;0
SCOPe;d;d1fjge1;81;0.46;0.31;0.89;0
SCOPe;d;d1s4ea1;176;2.39;0.41;0.94;0
SCOPe;d;d1zxma2;140;2.11;0.36;0.99;0
SCOPe;d;d2zeqa2;76;0.11;0.38;0.92;0
SCOPe;d;d3qija1;80;2.44;0.40;0.97;0
SCOPe;d;d5gjla_;98;-2.20;0.30;0.72;0
SCOPe;c;d1fgha2;527;-0.11;0.31;0.90;0
SCOPe;c;d4ng4a_;390;1.06;0.34;0.98;0
SCOPe;c;d2nzwa1;349;0.80;0.36;0.96;0
SCOPe;c;d5v2ja_;444;1.58;0.37;0.99;0
SCOPe;c;d4wesb_;458;0.11;0.35;0.88;0
SCOPe;c;d4rk4a_;275;-0.18;0.33;0.91;0
SCOPe;c;d1zbma1;260;2.62;0.38;0.97;0
SCOPe;c;d3thia_;362;0.02;0.36;0.97;0
SCOPe;c;d4ovja_;396;-0.64;0.32;0.89;0
SCOPe;c;d3c8ya1;365;-0.60;0.33;0.89;0
SCOPe;c;d2ioja1;120;0.14;0.36;0.93;0
SCOPe;c;d1wpna_;187;0.27;0.34;0.97;0
SCOPe;b;d2kx4a_;117;-1.61;0.29;0.93;0
SCOPe;b;d1vyya_;113;-0.71;0.31;0.94;0
SCOPe;b;d5uf6a_;517;-2.27;0.31;0.79;0
SCOPe;b;d4e8ba1;71;-2.07;0.31;0.76;0
SCOPe;b;d4aoga1;79;0.08;0.34;0.89;0
SCOPe;b;d2f2ha1;107;-1.92;0.31;0.98;0
SCOPe;b;d1ydua1;169;1.54;0.34;0.99;0
SCOPe;b;d2h1ta1;186;-0.17;0.33;0.78;0
SCOPe;c;d2v2ha_;241;-0.01;0.34;0.91;0
SCOPe;c;d1ka9f_;251;0.45;0.34;0.91;0
SCOPe;c;d3ru6a1;227;2.70;0.38;1.00;0
SCOPe;c;d1g5aa2;554;1.04;0.35;0.93;0
SCOPe;c;d4im4a_;336;1.52;0.36;0.99;0
SCOPe;c;d2fvka2;384;0.05;0.34;0.93;0
SCOPe;c;d1n7ka_;234;0.21;0.35;0.88;0
SCOPe;c;d2e1da_;321;0.84;0.33;0.99;0
SCOPe;c;d1vlia2;295;-0.42;0.33;0.90;0
SCOPe;c;d3mbda_;336;0.96;0.37;0.91;0
SCOPe;c;d1tzza1;247;0.25;0.35;0.83;0
SCOPe;c;d1t8qa_;328;-0.17;0.34;0.87;0
SCOPe;c;d1u83a_;249;0.94;0.35;0.87;0
SCOPe;c;d1kola2;195;0.28;0.32;0.90;0
SCOPe;c;d1zmoa_;243;-1.70;0.32;0.82;0
SCOPe;c;d4zd6a_;225;-1.20;0.33;0.96;0
SCOPe;c;d3guya1;219;0.22;0.33;0.90;0
SCOPe;c;d2f5va1;379;0.37;0.33;0.93;0
SCOPe;c;d1dxla2;123;2.00;0.36;0.95;0
SCOPe;c;d2anua1;229;1.25;0.37;0.98;0
SCOPe;c;d1igra2;179;-0.16;0.35;0.73;0
SCOPe;c;d3e6ja_;219;0.26;0.35;0.76;0
SCOPe;c;d5tqja_;124;-1.30;0.37;0.76;0
SCOPe;c;d3eula_;123;0.50;0.35;0.95;0
SCOPe;c;d1sc6a2;132;-1.50;0.30;0.78;0
SCOPe;c;d1i7qb_;192;0.64;0.36;0.88;0
SCOPe;a;d1lrva_;233;1.03;0.35;0.99;0
SCOPe;a;d3ibva_;975;2.33;0.40;0.98;0
SCOPe;a;d5mj6a4;319;2.62;0.38;0.99;0
SCOPe;a;d3mhra1;231;-0.09;0.32;0.92;0
SCOPe;a;d4cr2r1;302;1.78;0.36;0.99;0
SCOPe;a;d3d9ja1;135;1.26;0.37;0.84;0
SCOPe;a;d1rw2a1;151;-1.15;0.29;0.74;0
SCOPe;a;d1c1ka_;217;3.76;0.43;1.00;0
SCOPe;a;d1z0xa2;149;2.49;0.38;0.93;0
SCOPe;a;d3kb9a_;340;0.95;0.35;0.90;0
SCOPe;a;d5urya_;119;0.74;0.42;1.00;0
SCOPe;a;d1o0wa1;167;1.69;0.36;0.86;0
SCOPe;a;d2lksa_;44;-1.39;0.27;0.80;0
SCOPe;a;d1t77a1;304;1.02;0.36;0.97;0
SCOPe;a;d1uptb_;58;-0.84;0.36;0.86;0
SCOPe;a;d1taza_;357;0.86;0.37;0.85;0
SCOPe;a;d2hkva1;147;1.94;0.39;1.00;0
SCOPe;a;d1xlya_;232;3.56;0.39;0.91;0
SCOPe;a;d1xl3c1;91;3.85;0.38;0.98;0
SCOPe;a;d1yoza1;114;2.67;0.39;0.85;0
SCOPe;a;d2c9wa1;50;2.28;0.42;0.98;0
SCOPe;a;d2otaa1;62;4.21;0.40;0.92;0
SCOPe;a;d2kq5a_;51;-1.78;0.31;0.75;0
SCOPe;b;d1u58a1;98;0.31;0.32;0.70;0
SCOPe;b;d3tvme2;64;-2.77;0.33;0.58;0
SCOPe;b;d3sgjc1;81;-1.90;0.33;0.69;0
SCOPe;b;d4u0qb2;101;-3.30;0.28;0.95;0
SCOPe;c;d2rgya_;275;1.33;0.35;0.89;0
SCOPe;c;d4rk6a_;274;2.46;0.38;0.99;0
SCOPe;c;d4mcoa1;309;-0.19;0.34;0.92;0
SCOPe;c;d5u4oa_;480;0.25;0.34;0.93;0
SCOPe;c;d1ig0a2;221;2.51;0.38;0.95;0
SCOPe;c;d2hhla_;180;2.88;0.42;0.93;0
SCOPe;c;d1tc5a1;185;0.76;0.35;0.88;0
SCOPe;c;d1k3ra2;191;1.86;0.37;0.99;0
SCOPe;c;d1t35a_;179;1.85;0.37;0.91;0
SCOPe;c;d3wsfa_;248;3.10;0.39;1.00;0
SCOPe;c;d2rada1;403;-0.16;0.33;0.94;0
SCOPe;d;d4mcka1;196;-0.80;0.33;0.78;0
SCOPe;d;d2f4ma1;287;1.09;0.37;0.82;0
SCOPe;d;d2io8a2;191;1.93;0.38;0.98;0
SCOPe;d;d1wx8a1;83;-1.00;0.36;0.86;0
SCOPe;d;d2bwfa_;77;-0.57;0.32;0.95;0
SCOPe;d;d2n9pc1;85;1.01;0.32;0.81;0
SCOPe;d;d2g9hd2;130;-1.45;0.36;0.74;0
SCOPe;d;d1wxqa2;76;1.39;0.38;0.86;0
SCOPe;d;d2ch9a1;121;1.64;0.38;0.82;0
SCOPe;d;d1q40b_;205;-1.32;0.32;0.71;0
SCOPe;d;d3er7a1;118;-0.15;0.33;0.95;0
SCOPe;d;d3rgaa1;133;-2.49;0.30;0.74;0
SCOPe;d;d2qgxa_;158;1.27;0.38;0.96;0
SCOPe;d;d2gkea2;144;1.07;0.37;0.97;0
SCOPe;d;d2gr8a1;77;-3.87;0.25;0.68;0
SCOPe;b;d1deeb2;102;-4.61;0.29;0.52;0
SCOPe;b;d3d85d1;87;-0.13;0.37;0.94;0
SCOPe;b;d2lvca1;88;-0.80;0.36;0.99;0
SCOPe;b;d2dtge2;196;-1.84;0.30;0.78;0
SCOPe;b;d1f6fb2;103;0.23;0.34;0.91;0
SCOPe;b;d2je8a1;111;1.37;0.35;1.00;0
SCOPe;b;d1i8aa_;189;-1.65;0.32;0.85;0
SCOPe;b;d4bfka_;124;-2.48;0.34;0.68;0
SCOPe;b;d2ciob_;21;-0.43;0.33;0.81;0
SCOPe;d;d1m1ha2;101;0.58;0.39;0.97;0
SCOPe;d;d2peba_;115;1.65;0.37;0.96;0
SCOPe;d;d8ruci_;123;2.13;0.41;0.96;0
SCOPe;d;d1twfk_;114;0.92;0.33;0.95;0
SCOPe;d;d1x52a1;111;0.74;0.33;0.96;0
SCOPe;d;d4fdxa_;61;0.66;0.34;0.84;0
SCOPe;d;d1oaca4;86;1.92;0.37;0.93;0
SCOPe;d;d4zohb2;107;0.94;0.33;0.78;0
SCOPe;d;d1u4ga_;298;-0.60;0.32;0.96;0
SCOPe;d;d1j7na1;237;0.63;0.35;0.95;0
SCOPe;d;d1jvaa3;117;-1.04;0.32;0.85;0
SCOPe;d;d4mb8a2;151;2.75;0.37;0.96;0
SCOPe;d;d2pstx_;61;1.28;0.36;0.95;0
SCOPe;d;d4orzb_;117;-0.38;0.39;0.85;0
SCOPe;d;d1g5ia2;290;0.68;0.36;0.93;0
SCOPe;d;d2g30a2;113;2.03;0.38;0.98;0
SCOPe;d;d1q2ya_;140;-1.16;0.33;0.99;0
SCOPe;d;d1ne9a2;171;0.47;0.35;0.92;0
SCOPe;d;d3fg6a2;93;-0.81;0.32;0.88;0
SCOPe;d;d1mc0a2;154;0.86;0.38;0.96;0
SCOPe;d;d1xj3a_;116;-0.44;0.32;0.98;0
SCOPe;d;d4xmra1;245;-0.00;0.35;0.85;0
SCOPe;d;d4ky9a_;294;-0.04;0.35;0.92;0
SCOPe;d;d1ppva_;176;-1.60;0.34;0.98;0
SCOPe;d;d1k7ja_;206;0.65;0.36;0.90;0
SCOPe;d;d1zxma1;237;1.24;0.38;0.89;0
SCOPe;d;d3sq7a1;215;2.62;0.41;0.99;0
SCOPe;d;d2bvfa1;201;0.90;0.35;0.98;0
SCOPe;d;d3nfda_;148;0.20;0.30;0.77;0
SCOPe;d;d3ljqa_;294;0.69;0.33;0.98;0
SCOPe;d;d3ieka_;431;-0.58;0.35;1.00;0
SCOPe;d;d1g5ba_;219;1.23;0.39;0.99;0
SCOPe;d;d2auaa1;194;1.01;0.37;0.98;0
SCOPe;d;d4pqda_;105;-1.48;0.35;0.66;0
SCOPe;d;d4i6ya1;264;-0.34;0.32;0.91;0
SCOPe;d;d1xtea_;116;-0.16;0.34;0.90;0
SCOPe;d;d1g2ra_;94;0.02;0.33;0.95;0
SCOPe;d;d1k8kf_;167;2.79;0.40;0.96;0
SCOPe;c;d3pdxa_;379;2.28;0.39;0.98;0
SCOPe;c;d2e8ba_;185;1.23;0.39;0.98;0
SCOPe;c;d2hu7a2;260;-0.30;0.34;0.96;0
SCOPe;c;d4pw0a_;275;0.66;0.36;0.97;0
SCOPe;c;d3hssa1;260;-0.65;0.34;0.76;0
SCOPe;c;d2xmza_;266;2.06;0.36;0.98;0
SCOPe;c;d4klxa1;159;-1.20;0.33;0.98;0
SCOPe;c;d2ij9a1;219;0.40;0.36;1.00;0
SCOPe;c;d1auka_;485;-0.44;0.33;0.89;0
SCOPe;c;d4y1pa_;336;-0.08;0.35;0.88;0
SCOPe;c;d1b74a1;105;3.09;0.40;0.96;0
SCOPe;c;d1o20a_;414;-0.12;0.34;0.92;0
SCOPe;c;d4jbea_;411;-0.81;0.31;0.84;0
SCOPe;c;d2f48a_;551;1.66;0.38;0.97;0
SCOPe;c;d4nqra_;364;-0.43;0.32;0.89;0
SCOPe;c;d3brqa_;275;0.50;0.35;0.96;0
SCOPe;c;d3t23a_;357;-1.84;0.31;0.82;0
SCOPe;c;d2p0sb_;122;0.95;0.32;0.96;0
SCOPe;c;d2zosa1;243;2.27;0.39;1.00;0
SCOPe;c;d2yy6a_;208;1.91;0.38;0.90;0
SCOPe;c;d1jx7a1;116;1.57;0.38;0.98;0
SCOPe;c;d2qwva1;201;1.15;0.35;0.97;0
SCOPe;c;d3ct4a_;328;2.20;0.36;0.97;0
SCOPe;c;d4lfla_;142;1.54;0.33;0.88;0
SCOPe;c;d1poib_;260;0.26;0.35;0.99;0
SCOPe;c;d2q6ka1;163;-0.39;0.35;1.00;0
SCOPe;c;d2bz1a_;174;1.58;0.37;0.99;0
SCOPe;d;d3a5ea_;96;-2.81;0.31;0.71;0
SCOPe;d;d1qusa_;322;0.87;0.34;0.86;0
SCOPe;d;d3pdfa2;234;1.94;0.38;0.94;0
SCOPe;d;d2g4da1;204;1.56;0.39;0.90;0
SCOPe;d;d1e7la2;103;-1.53;0.33;0.75;0
SCOPe;d;d1o7za_;61;-1.67;0.34;0.98;0
